"","x"
"324",2.22044604925031e-16
"325",2.22044604925031e-16
"326",2.22044604925031e-16
"327",2.22044604925031e-16
"328",2.22044604925031e-16
"329",3.77232028761651e-13
"330",2.22044604925031e-16
"331",2.22044604925031e-16
"332",1.72004454106574e-12
"333",2.22044604925031e-16
"334",0.0102301493819394
"335",0.172540875159197
"336",2.1996422565145e-13
"337",0.16222866577221
"338",0.796193199443354
"339",1.00295901915793e-12
"340",0.468916802883675
"341",0.946844554852218
"342",2.22044604925031e-16
"343",0.00701273160317992
"344",0.124707968434258
"345",1.50296143405945e-13
"346",0.116850864783638
"347",0.727467627571354
"348",6.85297221069685e-13
"349",0.376284080946255
"350",0.924075692836627
"351",2.22044604925031e-16
"352",2.22044604925031e-16
"353",1.28768703739637e-13
"354",2.22044604925031e-16
"355",1.19582320618483e-13
"356",2.41248526453982e-12
"357",2.22044604925031e-16
"358",5.45253059405368e-13
"359",1.10000789786199e-11
"360",2.22044604925031e-16
"361",0.0620020105052816
"362",0.571463995435667
"363",1.40672162661399e-12
"364",0.553250767692876
"365",0.961514261243817
"366",6.41415274994173e-12
"367",0.849547819829947
"368",0.991298037452386
"369",2.22044604925031e-16
"370",0.0432130471887548
"371",0.476759118620245
"372",9.61178276602664e-13
"373",0.45833599726129
"374",0.944661843331829
"375",4.38263276075783e-12
"376",0.794162593872188
"377",0.987315506252902
"378",2.22044604925031e-16
"379",2.22044604925031e-16
"380",2.40826466019096e-13
"381",2.22044604925031e-16
"382",2.2364586142873e-13
"383",4.5118905736276e-12
"384",2.22044604925031e-16
"385",1.01974597529654e-12
"386",2.05726241655991e-11
"387",1.40426058964715e-13
"388",0.110021433971118
"389",0.713794605376268
"390",2.63088614058498e-12
"391",0.698438414214712
"392",0.979046644007113
"393",1.19959096768573e-11
"394",0.913498324079979
"395",0.995328187782585
"396",9.59496710593988e-14
"397",0.0778891010520778
"398",0.630189126295387
"399",1.79761976975718e-12
"400",0.612780590130538
"401",0.969628936924332
"402",8.19650993585354e-12
"403",0.878281960925386
"404",0.993177396714388
"405",2.22044604925031e-16
"406",2.22044604925031e-16
"407",2.40826466019097e-13
"408",2.22044604925031e-16
"409",2.23645861428732e-13
"410",4.51189057362764e-12
"411",2.22044604925031e-16
"412",1.01974597529655e-12
"413",2.05726241655992e-11
"414",1.40426058964716e-13
"415",0.110021433971119
"416",0.713794605376269
"417",2.630886140585e-12
"418",0.698438414214714
"419",0.979046644007113
"420",1.19959096768574e-11
"421",0.913498324079979
"422",0.995328187782585
"423",9.59496710593995e-14
"424",0.0778891010520784
"425",0.630189126295389
"426",1.7976197697572e-12
"427",0.61278059013054
"428",0.969628936924332
"429",8.1965099358536e-12
"430",0.878281960925387
"431",0.993177396714388
"432",2.22044604925031e-16
"433",2.22044604925031e-16
"434",2.22044604925031e-16
"435",2.22044604925031e-16
"436",2.22044604925031e-16
"437",2.22044604925031e-16
"438",2.22044604925031e-16
"439",2.22044604925031e-16
"440",2.22044604925031e-16
"441",2.22044604925031e-16
"442",0.000160386186155912
"443",0.00322575308940523
"444",2.22044604925031e-16
"445",0.00299631679775469
"446",0.0571642736033876
"447",2.22044604925031e-16
"448",0.0135179638716458
"449",0.216578475402303
"450",2.22044604925031e-16
"451",0.000109593502030068
"452",0.00220633187476068
"453",2.22044604925031e-16
"454",0.00204925430396751
"455",0.039779156520221
"456",2.22044604925031e-16
"457",0.00927620794089933
"458",0.158881324277779
"459",2.22044604925031e-16
"460",2.22044604925031e-16
"461",2.22044604925031e-16
"462",2.22044604925031e-16
"463",2.22044604925031e-16
"464",2.22044604925031e-16
"465",2.22044604925031e-16
"466",2.22044604925031e-16
"467",1.7072010507054e-13
"468",2.22044604925031e-16
"469",0.00102481961492575
"470",0.0202765437503208
"471",2.22044604925031e-16
"472",0.0188572890512599
"473",0.279405852726084
"474",9.95469972108312e-14
"475",0.0805740114178713
"476",0.638724945450067
"477",2.22044604925031e-16
"478",0.000700461387971846
"479",0.0139440130334204
"480",2.22044604925031e-16
"481",0.0129621388938039
"482",0.209446008018209
"483",2.22044604925031e-16
"484",0.0564960047164216
"485",0.547104159849721
"486",2.22044604925031e-16
"487",2.22044604925031e-16
"488",2.22044604925031e-16
"489",2.22044604925031e-16
"490",2.22044604925031e-16
"491",2.22044604925031e-16
"492",2.22044604925031e-16
"493",2.22044604925031e-16
"494",3.19285031133616e-13
"495",2.22044604925031e-16
"496",0.00191493561503066
"497",0.0372641695643171
"498",2.22044604925031e-16
"499",0.0346979790648714
"500",0.420346322923253
"501",1.86175296053077e-13
"502",0.140817748510911
"503",0.767793390314339
"504",2.22044604925031e-16
"505",0.0013092224437024
"506",0.0257657904280875
"507",2.22044604925031e-16
"508",0.023971717460301
"509",0.331322612476427
"510",1.27208999151417e-13
"511",0.100708967727982
"512",0.693181574891984
"513",2.22044604925031e-16
"514",2.22044604925031e-16
"515",2.22044604925031e-16
"516",2.22044604925031e-16
"517",2.22044604925031e-16
"518",2.22044604925031e-16
"519",2.22044604925031e-16
"520",2.22044604925031e-16
"521",3.19285031133619e-13
"522",2.22044604925031e-16
"523",0.00191493561503067
"524",0.0372641695643173
"525",2.22044604925031e-16
"526",0.0346979790648716
"527",0.420346322923254
"528",1.86175296053079e-13
"529",0.140817748510912
"530",0.76779339031434
"531",2.22044604925031e-16
"532",0.00130922244370241
"533",0.0257657904280876
"534",2.22044604925031e-16
"535",0.0239717174603012
"536",0.331322612476428
"537",1.27208999151418e-13
"538",0.100708967727983
"539",0.693181574891985
"540",2.22044604925031e-16
"541",2.22044604925031e-16
"542",2.22044604925031e-16
"543",2.22044604925031e-16
"544",2.22044604925031e-16
"545",9.87527673811502e-14
"546",2.22044604925031e-16
"547",2.22044604925031e-16
"548",4.50277668645612e-13
"549",2.22044604925031e-16
"550",0.00269845364974768
"551",0.0517611489381425
"552",2.22044604925031e-16
"553",0.0482466570221784
"554",0.505606852146985
"555",2.62557182742178e-13
"556",0.187744284898584
"557",0.823417235651628
"558",2.22044604925031e-16
"559",0.00184536415756844
"560",0.0359565929847484
"561",2.22044604925031e-16
"562",0.0334773173366364
"563",0.411339929215045
"564",1.79398863032434e-13
"565",0.13639131961739
"566",0.76111752199795
"567",2.22044604925031e-16
"568",2.22044604925031e-16
"569",2.22044604925031e-16
"570",2.22044604925031e-16
"571",2.22044604925031e-16
"572",6.31546576047601e-13
"573",2.22044604925031e-16
"574",1.42737743441575e-13
"575",2.87962886959635e-12
"576",2.22044604925031e-16
"577",0.0170095906099973
"578",0.2587617566841
"579",3.68255193015233e-13
"580",0.244821069391779
"581",0.867379003490816
"582",1.67911334714688e-12
"583",0.59647957794323
"584",0.967554990537212
"585",2.22044604925031e-16
"586",0.0116851870218902
"587",0.192589443616817
"588",2.51619712866884e-13
"589",0.181341595764338
"590",0.817145038988118
"591",1.1472968373395e-12
"592",0.502490134519729
"593",0.953219035481875
"594",2.22044604925031e-16
"595",2.22044604925031e-16
"596",2.22044604925031e-16
"597",2.22044604925031e-16
"598",2.22044604925031e-16
"599",1.18113427889638e-12
"600",2.22044604925031e-16
"601",2.66951715147175e-13
"602",5.38555428430804e-12
"603",2.22044604925031e-16
"604",0.0313477490410328
"605",0.394996940867435
"606",6.88720117167115e-13
"607",0.377454124292767
"608",0.924424514331456
"609",3.14031998222143e-12
"610",0.734363776291291
"611",0.982385899129003
"612",2.22044604925031e-16
"613",0.0216339404570507
"614",0.308484753295146
"615",4.70585510847324e-13
"616",0.292923874953241
"617",0.893136026534374
"618",2.1457033796797e-12
"619",0.653853095184884
"620",0.97442985688085
"621",2.22044604925031e-16
"622",2.22044604925031e-16
"623",2.22044604925031e-16
"624",2.22044604925031e-16
"625",2.22044604925031e-16
"626",1.18113427889639e-12
"627",2.22044604925031e-16
"628",2.66951715147177e-13
"629",5.38555428430808e-12
"630",2.22044604925031e-16
"631",0.031347749041033
"632",0.394996940867437
"633",6.8872011716712e-13
"634",0.377454124292769
"635",0.924424514331456
"636",3.14031998222145e-12
"637",0.734363776291293
"638",0.982385899129003
"639",2.22044604925031e-16
"640",0.0216339404570508
"641",0.308484753295148
"642",4.70585510847328e-13
"643",0.292923874953242
"644",0.893136026534375
"645",2.14570337967971e-12
"646",0.653853095184886
"647",0.974429856880851
"648",2.22044604925031e-16
"649",2.22044604925031e-16
"650",1.5895934491186e-13
"651",2.22044604925031e-16
"652",1.47619155870271e-13
"653",2.97810777093749e-12
"654",2.22044604925031e-16
"655",6.73091105347341e-13
"656",1.35791174224382e-11
"657",2.22044604925031e-16
"658",0.0754420920128995
"659",0.622096745668651
"660",1.73653645447864e-12
"661",0.604546314651883
"662",0.968594174756322
"663",7.91799163681413e-12
"664",0.87453764786554
"665",0.992939103635389
"666",2.22044604925031e-16
"667",0.0528095766927691
"668",0.529366192042354
"669",1.18653263374593e-12
"670",0.510895105615555
"671",0.954695887594427
"672",5.41016887183423e-12
"673",0.826472754240489
"674",0.989699817244508
"675",2.22044604925031e-16
"676",2.22044604925031e-16
"677",1.01658143535717e-12
"678",2.22044604925031e-16
"679",9.440583278953e-13
"680",1.90456816116134e-11
"681",2.22044604925031e-16
"682",4.30457185375072e-12
"683",8.68415674890993e-11
"684",5.92769253910104e-13
"685",0.342899843051104
"686",0.913252409796074
"687",1.11055485439233e-11
"688",0.907206783684538
"689",0.994955525684268
"690",5.06373708788545e-11
"691",0.978059620541313
"692",0.998889295651926
"693",4.05024646750923e-13
"694",0.262840803426711
"695",0.877949306891515
"696",7.58814808008733e-12
"697",0.869794113003997
"698",0.99263443946427
"699",3.45992696443715e-11
"700",0.968212688888207
"701",0.998375277673388
"702",2.22044604925031e-16
"703",9.42406712962822e-14
"704",1.90123614968207e-12
"705",2.22044604925031e-16
"706",1.76560161141684e-12
"707",3.5619712415901e-11
"708",2.22044604925031e-16
"709",8.05051846570069e-12
"710",1.62413282055451e-10
"711",1.10861195646211e-12
"712",0.493915491457889
"713",0.951665521334419
"714",2.07698759973443e-11
"715",0.948144980664576
"716",0.997296398934924
"717",9.47032836594678e-11
"718",0.988147588225528
"719",0.999405804865055
"720",7.5748727365351e-13
"721",0.400064462643128
"722",0.930810796224868
"723",1.41915452487594e-11
"724",0.925889550029383
"725",0.99604812773256
"726",6.470842365466e-11
"727",0.982748318052596
"728",0.999130611869252
"729",2.22044604925031e-16
"730",9.42406712962829e-14
"731",1.90123614968208e-12
"732",2.22044604925031e-16
"733",1.76560161141685e-12
"734",3.56197124159013e-11
"735",2.22044604925031e-16
"736",8.05051846570074e-12
"737",1.62413282055452e-10
"738",1.10861195646212e-12
"739",0.493915491457891
"740",0.951665521334419
"741",2.07698759973445e-11
"742",0.948144980664577
"743",0.997296398934924
"744",9.47032836594685e-11
"745",0.988147588225528
"746",0.999405804865055
"747",7.57487273653515e-13
"748",0.400064462643129
"749",0.930810796224868
"750",1.41915452487596e-11
"751",0.925889550029384
"752",0.99604812773256
"753",6.47084236546604e-11
"754",0.982748318052596
"755",0.999130611869252
"756",2.22044604925031e-16
"757",2.22044604925031e-16
"758",1.5895934491186e-13
"759",2.22044604925031e-16
"760",1.47619155870271e-13
"761",2.97810777093749e-12
"762",2.22044604925031e-16
"763",6.73091105347341e-13
"764",1.35791174224382e-11
"765",2.22044604925031e-16
"766",0.0754420920128995
"767",0.622096745668651
"768",1.73653645447864e-12
"769",0.604546314651883
"770",0.968594174756322
"771",7.91799163681413e-12
"772",0.87453764786554
"773",0.992939103635389
"774",2.22044604925031e-16
"775",0.0528095766927691
"776",0.529366192042354
"777",1.18653263374593e-12
"778",0.510895105615555
"779",0.954695887594427
"780",5.41016887183423e-12
"781",0.826472754240489
"782",0.989699817244508
"783",2.22044604925031e-16
"784",2.22044604925031e-16
"785",1.01658143535717e-12
"786",2.22044604925031e-16
"787",9.440583278953e-13
"788",1.90456816116134e-11
"789",2.22044604925031e-16
"790",4.30457185375072e-12
"791",8.68415674890993e-11
"792",5.92769253910104e-13
"793",0.342899843051104
"794",0.913252409796074
"795",1.11055485439233e-11
"796",0.907206783684538
"797",0.994955525684268
"798",5.06373708788545e-11
"799",0.978059620541313
"800",0.998889295651926
"801",4.05024646750923e-13
"802",0.262840803426711
"803",0.877949306891515
"804",7.58814808008733e-12
"805",0.869794113003997
"806",0.99263443946427
"807",3.45992696443715e-11
"808",0.968212688888207
"809",0.998375277673388
"810",2.22044604925031e-16
"811",9.42406712962822e-14
"812",1.90123614968207e-12
"813",2.22044604925031e-16
"814",1.76560161141684e-12
"815",3.5619712415901e-11
"816",2.22044604925031e-16
"817",8.05051846570069e-12
"818",1.62413282055451e-10
"819",1.10861195646211e-12
"820",0.493915491457889
"821",0.951665521334419
"822",2.07698759973443e-11
"823",0.948144980664576
"824",0.997296398934924
"825",9.47032836594678e-11
"826",0.988147588225528
"827",0.999405804865055
"828",7.5748727365351e-13
"829",0.400064462643128
"830",0.930810796224868
"831",1.41915452487594e-11
"832",0.925889550029383
"833",0.99604812773256
"834",6.470842365466e-11
"835",0.982748318052596
"836",0.999130611869252
"837",2.22044604925031e-16
"838",9.42406712962829e-14
"839",1.90123614968208e-12
"840",2.22044604925031e-16
"841",1.76560161141685e-12
"842",3.56197124159013e-11
"843",2.22044604925031e-16
"844",8.05051846570074e-12
"845",1.62413282055452e-10
"846",1.10861195646212e-12
"847",0.493915491457891
"848",0.951665521334419
"849",2.07698759973445e-11
"850",0.948144980664577
"851",0.997296398934924
"852",9.47032836594685e-11
"853",0.988147588225528
"854",0.999405804865055
"855",7.57487273653515e-13
"856",0.400064462643129
"857",0.930810796224868
"858",1.41915452487596e-11
"859",0.925889550029384
"860",0.99604812773256
"861",6.47084236546604e-11
"862",0.982748318052596
"863",0.999130611869252
"864",2.22044604925031e-16
"865",2.22044604925031e-16
"866",2.22044604925031e-16
"867",2.22044604925031e-16
"868",2.22044604925031e-16
"869",2.95601403398516e-13
"870",2.22044604925031e-16
"871",2.22044604925031e-16
"872",1.34783778014881e-12
"873",2.22044604925031e-16
"874",0.00803419536906675
"875",0.140447993144089
"876",1.72365358300786e-13
"877",0.131748472480636
"878",0.753769932200386
"879",7.85925030246166e-13
"880",0.408941749444428
"881",0.933146956252691
"882",2.22044604925031e-16
"883",0.00550357256424986
"884",0.100432218149176
"885",1.17773008463847e-13
"886",0.0939404345511646
"887",0.6765503852186
"888",5.37003236332591e-13
"889",0.320995829990002
"890",0.90509887046773
"891",2.22044604925031e-16
"892",2.22044604925031e-16
"893",1.009039705992e-13
"894",2.22044604925031e-16
"895",9.37054626896689e-14
"896",1.89043871014226e-12
"897",2.22044604925031e-16
"898",4.27263745596228e-13
"899",8.61973145349369e-12
"900",2.22044604925031e-16
"901",0.0492458919389572
"902",0.510992778219849
"903",1.10231596289234e-12
"904",0.492491916533708
"905",0.951402869961635
"906",5.02617065873716e-12
"907",0.815659201901908
"908",0.988921603731319
"909",2.22044604925031e-16
"910",0.03418165070719
"911",0.416567783090728
"912",7.53185376153389e-13
"913",0.398698285122256
"914",0.930443102403021
"915",3.43425874763143e-12
"916",0.751448597104991
"917",0.98386917415825
"918",2.22044604925031e-16
"919",2.22044604925031e-16
"920",1.887131417882e-13
"921",2.22044604925031e-16
"922",1.75250311378972e-13
"923",3.53554598723838e-12
"924",2.22044604925031e-16
"925",7.99079395239125e-13
"926",1.61208383999925e-11
"927",1.10038747876093e-13
"928",0.0883161164734018
"929",0.661511447427705
"930",2.06157901780493e-12
"931",0.644746185461699
"932",0.973414186873845
"933",9.40007068638988e-12
"934",0.892186203870816
"935",0.994045743870518
"936",2.22044604925031e-16
"937",0.0620807450498203
"938",0.571795305320189
"939",1.40862621994658e-12
"940",0.553585158819906
"941",0.961564297481739
"942",6.42283702146396e-12
"943",0.84972067451781
"944",0.991309701064215
"945",2.22044604925031e-16
"946",2.22044604925031e-16
"947",1.88713141788201e-13
"948",2.22044604925031e-16
"949",1.75250311378973e-13
"950",3.53554598723841e-12
"951",2.22044604925031e-16
"952",7.9907939523913e-13
"953",1.61208383999926e-11
"954",1.10038747876094e-13
"955",0.0883161164734024
"956",0.661511447427707
"957",2.06157901780494e-12
"958",0.6447461854617
"959",0.973414186873845
"960",9.40007068638994e-12
"961",0.892186203870816
"962",0.994045743870518
"963",2.22044604925031e-16
"964",0.0620807450498207
"965",0.571795305320191
"966",1.40862621994659e-12
"967",0.553585158819908
"968",0.96156429748174
"969",6.422837021464e-12
"970",0.84972067451781
"971",0.991309701064216
"972",2.22044604925031e-16
"973",2.22044604925031e-16
"974",2.66136227011606e-13
"975",2.22044604925031e-16
"976",2.47150019394809e-13
"977",4.98606965340234e-12
"978",2.22044604925031e-16
"979",1.12691661702228e-12
"980",2.27347129476812e-11
"981",1.55184196009485e-13
"982",0.12019440602215
"983",0.7337665226
"984",2.90738025071015e-12
"985",0.719060153403122
"986",0.981001466360493
"987",1.32566249621158e-11
"988",0.921075437201224
"989",0.995770601645293
"990",1.06033542994102e-13
"991",0.0853760195718162
"992",0.653160317491704
"993",1.98654139236772e-12
"994",0.636208897078408
"995",0.972437639824645
"996",9.05792567174246e-12
"997",0.888567556586138
"998",0.993822223205914
"999",2.22044604925031e-16
"1000",2.22044604925031e-16
"1001",1.70200215536783e-12
"1002",2.22044604925031e-16
"1003",1.58058100707524e-12
"1004",3.18870579626828e-11
"1005",2.22044604925031e-16
"1006",7.20688999246684e-12
"1007",1.45393698815171e-10
"1008",9.9243849307222e-13
"1009",0.466291653272683
"1010",0.946311323528593
"1011",1.85933629129574e-11
"1012",0.942424392869176
"1013",0.996980874663718
"1014",8.47791543082886e-11
"1015",0.986778505318647
"1016",0.99933629537716
"1017",6.78108804441474e-13
"1018",0.37381250188378
"1019",0.923332549069081
"1020",1.27043874089281e-11
"1021",0.917926295496876
"1022",0.99558756828015
"1023",5.79275102410753e-11
"1024",0.980767699087235
"1025",0.999028941333372
"1026",2.22044604925031e-16
"1027",1.57781580590568e-13
"1028",3.18312720661012e-12
"1029",2.22044604925031e-16
"1030",2.95604232345149e-12
"1031",5.96359772030768e-11
"1032",2.22044604925031e-16
"1033",1.34785067913147e-11
"1034",2.71918949603421e-10
"1035",1.85608341224725e-12
"1036",0.620346829313385
"1037",0.970557410619573
"1038",3.47737746177822e-11
"1039",0.968367160906073
"1040",0.998383417824772
"1041",1.58556105091583e-10
"1042",0.992886772319709
"1043",0.9996450108368
"1044",1.26821612866581e-12
"1045",0.52751300870352
"1046",0.957489800229017
"1047",2.37600646255041e-11
"1048",0.954373143780088
"1049",0.997635840968028
"1050",1.08337485513161e-10
"1051",0.989623729077457
"1052",0.999480545090684
"1053",2.22044604925031e-16
"1054",1.5778158059057e-13
"1055",3.18312720661015e-12
"1056",2.22044604925031e-16
"1057",2.95604232345151e-12
"1058",5.96359772030773e-11
"1059",2.22044604925031e-16
"1060",1.34785067913148e-11
"1061",2.71918949603423e-10
"1062",1.85608341224726e-12
"1063",0.620346829313387
"1064",0.970557410619573
"1065",3.47737746177825e-11
"1066",0.968367160906073
"1067",0.998383417824772
"1068",1.58556105091584e-10
"1069",0.992886772319709
"1070",0.9996450108368
"1071",1.26821612866581e-12
"1072",0.527513008703522
"1073",0.957489800229017
"1074",2.37600646255043e-11
"1075",0.954373143780089
"1076",0.997635840968028
"1077",1.08337485513162e-10
"1078",0.989623729077457
"1079",0.999480545090684
"1080",2.22044604925031e-16
"1081",3.97829916262659e-13
"1082",8.02592562017322e-12
"1083",2.22044604925031e-16
"1084",7.45335460324874e-12
"1085",1.50365940853132e-10
"1086",2.22044604925031e-16
"1087",3.39846590961726e-11
