"","x"
"150",-29.1789381739745
"151",-1.6753650368238
"152",1.32904267873596
"153",-34.0074353901908
"154",-6.50386225304019
"155",-3.49945453748043
"156",-31.0770404657139
"157",-3.57346732856328
"158",-0.569059613003525
"159",-29.5597954593078
"160",-2.05622232215714
"161",0.948185393402618
"162",-62.9691046056312
"163",-35.4655314684805
"164",-32.4611237529207
"165",-60.0387096811543
"166",-32.5351365440036
"167",-29.5307288284438
"168",-58.5214646747481
"169",-31.0178915375974
"170",-28.0134838220377
"171",-33.0005192895022
"172",-5.49694615235151
"173",-2.49253843679175
"174",-30.0701243650253
"175",-2.5665512278746
"176",0.437856487685159
"177",-28.5528793586191
"178",-1.04930622146846
"179",1.9551014940913
"180",-33.3813765748355
"181",-5.87780343768485
"182",-2.87339572212509
"183",-30.4509816503586
"184",-2.94740851320794
"185",0.056999202351814
"186",-28.9337366439525
"187",-1.4301635068018
"188",1.57424420875796
"189",-62.9691046056311
"190",-35.4655314684805
"191",-32.4611237529207
"192",-60.0387096811542
"193",-32.5351365440036
"194",-29.5307288284438
"195",-58.5214646747481
"196",-31.0178915375974
"197",-28.0134838220377
"198",-33.0005192895022
"199",-5.4969461523515
"200",-2.49253843679174
"201",-30.0701243650253
"202",-2.56655122787459
"203",0.437856487685166
"204",-28.5528793586191
"205",-1.04930622146845
"206",1.95510149409131
"207",-33.3813765748355
"208",-5.87780343768484
"209",-2.87339572212509
"210",-30.4509816503586
"211",-2.94740851320794
"212",0.0569992023518211
"213",-28.9337366439525
"214",-1.43016350680179
"215",1.57424420875796
"216",-62.0442917130618
"217",-34.5407185759111
"218",-31.5363108603514
"219",-59.1138967885849
"220",-31.6103236514342
"221",-28.6059159358744
"222",-57.5966517821787
"223",-30.0930786450281
"224",-27.0886709294683
"225",-32.0757063969328
"226",-4.57213325978212
"227",-1.56772554422237
"228",-29.1453114724559
"229",-1.64173833530522
"230",1.36266938025454
"231",-27.6280664660497
"232",-0.124493328899075
"233",2.87991438666068
"234",-32.4565636822661
"235",-4.95299054511547
"236",-1.94858282955571
"237",-29.5261687577892
"238",-2.02259562063856
"239",0.981812094921195
"240",-28.0089237513831
"241",-0.50535061423242
"242",2.49905710132734
"243",-60.1887394468639
"244",-32.6851663097132
"245",-29.6807585941535
"246",-57.258344522387
"247",-29.7547713852363
"248",-26.7503636696766
"249",-55.7410995159808
"250",-28.2375263788302
"251",-25.2331186632704
"252",-30.2201541307349
"253",-2.71658099358423
"254",0.287826721975527
"255",-27.289759206258
"256",0.213813930892675
"257",3.21822164645243
"258",-25.7725141998518
"259",1.73105893729882
"260",4.73546665285858
"261",-30.6010114160682
"262",-3.09743827891758
"263",-0.0930305633578179
"264",-27.6706164915913
"265",-0.16704335444067
"266",2.83736436111909
"267",-26.1533714851852
"268",1.35020165196547
"269",4.35460936752523
"270",-59.5626806315085
"271",-32.0591074943579
"272",-29.0546997787981
"273",-56.6322857070316
"274",-29.128712569881
"275",-26.1243048543212
"276",-55.1150407006255
"277",-27.6114675634748
"278",-24.6070598479151
"279",-29.5940953153796
"280",-2.09052217822889
"281",0.913885537330867
"282",-26.6637003909026
"283",0.839872746248015
"284",3.84428046180777
"285",-25.1464553844965
"286",2.35711775265416
"287",5.36152546821392
"288",-29.9749526007129
"289",-2.47137946356224
"290",0.533028251997521
"291",-27.044557676236
"292",0.459015460914669
"293",3.46342317647443
"294",-25.5273126698299
"295",1.97626046732081
"296",4.98066818288057
"297",-59.5626806315085
"298",-32.0591074943579
"299",-29.0546997787981
"300",-56.6322857070316
"301",-29.128712569881
"302",-26.1243048543212
"303",-55.1150407006255
"304",-27.6114675634748
"305",-24.6070598479151
"306",-29.5940953153795
"307",-2.09052217822888
"308",0.913885537330874
"309",-26.6637003909026
"310",0.839872746248022
"311",3.84428046180778
"312",-25.1464553844965
"313",2.35711775265416
"314",5.36152546821392
"315",-29.9749526007129
"316",-2.47137946356223
"317",0.533028251997528
"318",-27.044557676236
"319",0.459015460914677
"320",3.46342317647443
"321",-25.5273126698298
"322",1.97626046732082
"323",4.98066818288058
"324",-62.0442917130618
"325",-34.5407185759111
"326",-31.5363108603514
"327",-59.1138967885849
"328",-31.6103236514342
"329",-28.6059159358744
"330",-57.5966517821787
"331",-30.0930786450281
"332",-27.0886709294683
"333",-32.0757063969328
"334",-4.57213325978212
"335",-1.56772554422237
"336",-29.1453114724559
"337",-1.64173833530522
"338",1.36266938025454
"339",-27.6280664660497
"340",-0.124493328899075
"341",2.87991438666068
"342",-32.4565636822661
"343",-4.95299054511547
"344",-1.94858282955571
"345",-29.5261687577892
"346",-2.02259562063856
"347",0.981812094921195
"348",-28.0089237513831
"349",-0.50535061423242
"350",2.49905710132734
"351",-60.1887394468639
"352",-32.6851663097132
"353",-29.6807585941535
"354",-57.258344522387
"355",-29.7547713852363
"356",-26.7503636696766
"357",-55.7410995159808
"358",-28.2375263788302
"359",-25.2331186632704
"360",-30.2201541307349
"361",-2.71658099358423
"362",0.287826721975527
"363",-27.289759206258
"364",0.213813930892675
"365",3.21822164645243
"366",-25.7725141998518
"367",1.73105893729882
"368",4.73546665285858
"369",-30.6010114160682
"370",-3.09743827891758
"371",-0.0930305633578179
"372",-27.6706164915913
"373",-0.16704335444067
"374",2.83736436111909
"375",-26.1533714851852
"376",1.35020165196547
"377",4.35460936752523
"378",-59.5626806315085
"379",-32.0591074943579
"380",-29.0546997787981
"381",-56.6322857070316
"382",-29.128712569881
"383",-26.1243048543212
"384",-55.1150407006255
"385",-27.6114675634748
"386",-24.6070598479151
"387",-29.5940953153796
"388",-2.09052217822889
"389",0.913885537330867
"390",-26.6637003909026
"391",0.839872746248015
"392",3.84428046180777
"393",-25.1464553844965
"394",2.35711775265416
"395",5.36152546821392
"396",-29.9749526007129
"397",-2.47137946356224
"398",0.533028251997521
"399",-27.044557676236
"400",0.459015460914669
"401",3.46342317647443
"402",-25.5273126698299
"403",1.97626046732081
"404",4.98066818288057
"405",-59.5626806315085
"406",-32.0591074943579
"407",-29.0546997787981
"408",-56.6322857070316
"409",-29.128712569881
"410",-26.1243048543212
"411",-55.1150407006255
"412",-27.6114675634748
"413",-24.6070598479151
"414",-29.5940953153795
"415",-2.09052217822888
"416",0.913885537330874
"417",-26.6637003909026
"418",0.839872746248022
"419",3.84428046180778
"420",-25.1464553844965
"421",2.35711775265416
"422",5.36152546821392
"423",-29.9749526007129
"424",-2.47137946356223
"425",0.533028251997528
"426",-27.044557676236
"427",0.459015460914677
"428",3.46342317647443
"429",-25.5273126698298
"430",1.97626046732082
"431",4.98066818288058
"432",-66.2099240416933
"433",-38.7063509045426
"434",-35.7019431889828
"435",-63.2795291172164
"436",-35.7759559800657
"437",-32.7715482645059
"438",-61.7622841108102
"439",-34.2587109736595
"440",-31.2543032580998
"441",-36.2413387255643
"442",-8.73776558841361
"443",-5.73335787285385
"444",-33.3109438010874
"445",-5.8073706639367
"446",-2.80296294837694
"447",-31.7936987946812
"448",-4.29012565753056
"449",-1.2857179419708
"450",-36.6221960108976
"451",-9.11862287374695
"452",-6.11421515818719
"453",-33.6918010864207
"454",-6.18822794927005
"455",-3.18382023371029
"456",-32.1745560800146
"457",-4.6709829428639
"458",-1.66657522730414
"459",-64.3543717754954
"460",-36.8507986383447
"461",-33.8463909227849
"462",-61.4239768510185
"463",-33.9204037138678
"464",-30.915995998308
"465",-59.9067318446123
"466",-32.4031587074617
"467",-29.3987509919019
"468",-34.3857864593664
"469",-6.88221332221571
"470",-3.87780560665595
"471",-31.4553915348895
"472",-3.95181839773881
"473",-0.947410682179048
"474",-29.9381465284833
"475",-2.43457339133266
"476",0.569834324227095
"477",-34.7666437446997
"478",-7.26307060754906
"479",-4.2586628919893
"480",-31.8362488202228
"481",-4.33267568307215
"482",-1.32826796751239
"483",-30.3190038138167
"484",-2.81543067666601
"485",0.18897703889375
"486",-63.72831296014
"487",-36.2247398229894
"488",-33.2203321074296
"489",-60.7979180356631
"490",-33.2943448985125
"491",-30.2899371829527
"492",-59.280673029257
"493",-31.7770998921063
"494",-28.7726921765466
"495",-33.759727644011
"496",-6.25615450686037
"497",-3.25174679130062
"498",-30.8293327195341
"499",-3.32575958238347
"500",-0.321351866823709
"501",-29.312087713128
"502",-1.80851457597732
"503",1.19589313958243
"504",-34.1405849293444
"505",-6.63701179219372
"506",-3.63260407663396
"507",-31.2101900048675
"508",-3.70661686771681
"509",-0.702209152157054
"510",-29.6929449984613
"511",-2.18937186131067
"512",0.815035854249089
"513",-63.72831296014
"514",-36.2247398229894
"515",-33.2203321074296
"516",-60.7979180356631
"517",-33.2943448985124
"518",-30.2899371829527
"519",-59.280673029257
"520",-31.7770998921063
"521",-28.7726921765465
"522",-33.759727644011
"523",-6.25615450686037
"524",-3.25174679130061
"525",-30.8293327195341
"526",-3.32575958238346
"527",-0.321351866823701
"528",-29.312087713128
"529",-1.80851457597732
"530",1.19589313958244
"531",-34.1405849293444
"532",-6.63701179219371
"533",-3.63260407663395
"534",-31.2101900048675
"535",-3.7066168677168
"536",-0.702209152157047
"537",-29.6929449984613
"538",-2.18937186131066
"539",0.815035854249096
"540",-63.3845327445964
"541",-35.8809596074458
"542",-32.876551891886
"543",-60.4541378201195
"544",-32.9505646829689
"545",-29.9461569674091
"546",-58.9368928137134
"547",-31.4333196765627
"548",-28.428911961003
"549",-33.4159474284674
"550",-5.91237429131678
"551",-2.90796657575703
"552",-30.4855525039905
"553",-2.98197936683988
"554",0.0224283487198804
"555",-28.9683074975844
"556",-1.46473436043373
"557",1.53967335512602
"558",-33.7968047138008
"559",-6.29323157665013
"560",-3.28882386109037
"561",-30.8664097893239
"562",-3.36283665217322
"563",-0.358428936613465
"564",-29.3491647829177
"565",-1.84559164576708
"566",1.15881606979268
"567",-61.5289804783985
"568",-34.0254073412479
"569",-31.0209996256881
"570",-58.5985855539216
"571",-31.095012416771
"572",-28.0906047012112
"573",-57.0813405475155
"574",-29.5777674103648
"575",-26.5733596948051
"576",-31.5603951622696
"577",-4.05682202511889
"578",-1.05241430955913
"579",-28.6300002377926
"580",-1.12642710064198
"581",1.87798061491777
"582",-27.1127552313865
"583",0.390817905764159
"584",3.39522562132392
"585",-31.9412524476029
"586",-4.43767931045224
"587",-1.43327159489248
"588",-29.010857523126
"589",-1.50728438597533
"590",1.49712332958443
"591",-27.4936125167198
"592",0.00996062043081336
"593",3.01436833599057
"594",-60.9029216630432
"595",-33.3993485258925
"596",-30.3949408103328
"597",-57.9725267385663
"598",-30.4689536014156
"599",-27.4645458858559
"600",-56.4552817321602
"601",-28.9517085950095
"602",-25.9473008794497
"603",-30.9343363469142
"604",-3.43076320976355
"605",-0.426355494203793
"606",-28.0039414224373
"607",-0.500368285286645
"608",2.50403943027311
"609",-26.4866964160312
"610",1.0168767211195
"611",4.02128443667926
"612",-31.3151936322476
"613",-3.8116204950969
"614",-0.807212779537139
"615",-28.3847987077707
"616",-0.881225570619991
"617",2.12318214493977
"618",-26.8675537013645
"619",0.636019435786153
"620",3.64042715134591
"621",-60.9029216630432
"622",-33.3993485258925
"623",-30.3949408103328
"624",-57.9725267385663
"625",-30.4689536014156
"626",-27.4645458858559
"627",-56.4552817321601
"628",-28.9517085950095
"629",-25.9473008794497
"630",-30.9343363469142
"631",-3.43076320976354
"632",-0.426355494203786
"633",-28.0039414224373
"634",-0.500368285286638
"635",2.50403943027312
"636",-26.4866964160312
"637",1.0168767211195
"638",4.02128443667926
"639",-31.3151936322476
"640",-3.81162049509689
"641",-0.807212779537132
"642",-28.3847987077706
"643",-0.881225570619983
"644",2.12318214493977
"645",-26.8675537013645
"646",0.63601943578616
"647",3.64042715134592
"648",-59.9781087704738
"649",-32.4745356333232
"650",-29.4701279177634
"651",-57.0477138459969
"652",-29.5441407088463
"653",-26.5397329932865
"654",-55.5304688395908
"655",-28.0268957024401
"656",-25.0224879868804
"657",-30.0095234543448
"658",-2.50595031719417
"659",0.498457398365588
"660",-27.0791285298679
"661",0.424444607282736
"662",3.42885232284249
"663",-25.5618835234618
"664",1.94168961368888
"665",4.94609732924864
"666",-30.3903807396782
"667",-2.88680760252752
"668",0.117600113032243
"669",-27.4599858152013
"670",0.0435873219493907
"671",3.04799503750915
"672",-25.9427408087951
"673",1.56083232835553
"674",4.56524004391529
"675",-58.1225565042759
"676",-30.6189833671253
"677",-27.6145756515655
"678",-55.192161579799
"679",-27.6885884426484
"680",-24.6841807270886
"681",-53.6749165733929
"682",-26.1713434362422
"683",-23.1669357206825
"684",-28.1539711881469
"685",-0.650398050996277
"686",2.35400966456348
"687",-25.22357626367
"688",2.27999687348063
"689",5.28440458904039
"690",-23.7063312572639
"691",3.79724187988677
"692",6.80164959544653
"693",-28.5348284734803
"694",-1.03125533632962
"695",1.97315237923014
"696",-25.6044335490034
"697",1.89913958814728
"698",4.90354730370704
"699",-24.0871885425972
"700",3.41638459455343
"701",6.42079231011319
"702",-57.4964976889206
"703",-29.9929245517699
"704",-26.9885168362102
"705",-54.5661027644437
"706",-27.062529627293
"707",-24.0581219117333
"708",-53.0488577580375
"709",-25.5452846208869
"710",-22.5408769053271
"711",-27.5279123727916
"712",-0.0243392356409378
"713",2.98006847991882
"714",-24.5975174483147
"715",2.90605568883597
"716",5.91046340439573
"717",-23.0802724419086
"718",4.42330069524211
"719",7.42770841080187
"720",-27.9087696581249
"721",-0.405196520974283
"722",2.59921119458548
"723",-24.978374733648
"724",2.52519840350262
"725",5.52960611906238
"726",-23.4611297272419
"727",4.04244340990877
"728",7.04685112546852
"729",-57.4964976889206
"730",-29.9929245517699
"731",-26.9885168362102
"732",-54.5661027644437
"733",-27.062529627293
"734",-24.0581219117333
"735",-53.0488577580375
"736",-25.5452846208869
"737",-22.5408769053271
"738",-27.5279123727916
"739",-0.0243392356409307
"740",2.98006847991883
"741",-24.5975174483147
"742",2.90605568883598
"743",5.91046340439573
"744",-23.0802724419085
"745",4.42330069524212
"746",7.42770841080188
"747",-27.9087696581249
"748",-0.405196520974276
"749",2.59921119458548
"750",-24.978374733648
"751",2.52519840350263
"752",5.52960611906239
"753",-23.4611297272419
"754",4.04244340990877
"755",7.04685112546853
"756",-59.9781087704738
"757",-32.4745356333232
"758",-29.4701279177634
"759",-57.0477138459969
"760",-29.5441407088463
"761",-26.5397329932865
"762",-55.5304688395908
"763",-28.0268957024401
"764",-25.0224879868804
"765",-30.0095234543448
"766",-2.50595031719417
"767",0.498457398365588
"768",-27.0791285298679
"769",0.424444607282736
"770",3.42885232284249
"771",-25.5618835234618
"772",1.94168961368888
"773",4.94609732924864
"774",-30.3903807396782
"775",-2.88680760252752
"776",0.117600113032243
"777",-27.4599858152013
"778",0.0435873219493907
"779",3.04799503750915
"780",-25.9427408087951
"781",1.56083232835553
"782",4.56524004391529
"783",-58.1225565042759
"784",-30.6189833671253
"785",-27.6145756515655
"786",-55.192161579799
"787",-27.6885884426484
"788",-24.6841807270886
"789",-53.6749165733929
"790",-26.1713434362422
"791",-23.1669357206825
"792",-28.1539711881469
"793",-0.650398050996277
"794",2.35400966456348
"795",-25.22357626367
"796",2.27999687348063
"797",5.28440458904039
"798",-23.7063312572639
"799",3.79724187988677
"800",6.80164959544653
"801",-28.5348284734803
"802",-1.03125533632962
"803",1.97315237923014
"804",-25.6044335490034
"805",1.89913958814728
"806",4.90354730370704
"807",-24.0871885425972
"808",3.41638459455343
"809",6.42079231011319
"810",-57.4964976889206
"811",-29.9929245517699
"812",-26.9885168362102
"813",-54.5661027644437
"814",-27.062529627293
"815",-24.0581219117333
"816",-53.0488577580375
"817",-25.5452846208869
"818",-22.5408769053271
"819",-27.5279123727916
"820",-0.0243392356409378
"821",2.98006847991882
"822",-24.5975174483147
"823",2.90605568883597
"824",5.91046340439573
"825",-23.0802724419086
"826",4.42330069524211
"827",7.42770841080187
"828",-27.9087696581249
"829",-0.405196520974283
"830",2.59921119458548
"831",-24.978374733648
"832",2.52519840350262
"833",5.52960611906238
"834",-23.4611297272419
"835",4.04244340990877
"836",7.04685112546852
"837",-57.4964976889206
"838",-29.9929245517699
"839",-26.9885168362102
"840",-54.5661027644437
"841",-27.062529627293
"842",-24.0581219117333
"843",-53.0488577580375
"844",-25.5452846208869
"845",-22.5408769053271
"846",-27.5279123727916
"847",-0.0243392356409307
"848",2.98006847991883
"849",-24.5975174483147
"850",2.90605568883598
"851",5.91046340439573
"852",-23.0802724419085
"853",4.42330069524212
"854",7.42770841080188
"855",-27.9087696581249
"856",-0.405196520974276
"857",2.59921119458548
"858",-24.978374733648
"859",2.52519840350263
"860",5.52960611906239
"861",-23.4611297272419
"862",4.04244340990877
"863",7.04685112546853
"864",-62.288140235408
"865",-34.7845670982574
"866",-31.7801593826976
"867",-59.3577453109311
"868",-31.8541721737805
"869",-28.8497644582207
"870",-57.840500304525
"871",-30.3369271673743
"872",-27.3325194518146
"873",-32.319554919279
"874",-4.81598178212837
"875",-1.81157406656861
"876",-29.3891599948021
"877",-1.88558685765147
"878",1.11882085790829
"879",-27.871914988396
"880",-0.368341851245323
"881",2.63606586431444
"882",-32.7004122046124
"883",-5.19683906746172
"884",-2.19243135190196
"885",-29.7700172801355
"886",-2.26644414298481
"887",0.737963572574947
"888",-28.2527722737293
"889",-0.749199136578668
"890",2.25520857898109
"891",-60.4325879692101
"892",-32.9290148320595
"893",-29.9246071164997
"894",-57.5021930447332
"895",-29.9986199075826
"896",-26.9942121920228
"897",-55.9849480383271
"898",-28.4813749011764
"899",-25.4769671856167
"900",-30.4640026530811
"901",-2.96042951593048
"902",0.0439781996292794
"903",-27.5336077286042
"904",-0.0300345914535725
"905",2.97437312410619
"906",-26.0163627221981
"907",1.48721041495257
"908",4.49161813051233
"909",-30.8448599384145
"910",-3.34128680126382
"911",-0.336879085704066
"912",-27.9144650139376
"913",-0.410891876786918
"914",2.59351583877284
"915",-26.3972200075314
"916",1.10635312961923
"917",4.11076084517898
"918",-59.8065291538548
"919",-32.3029560167041
"920",-29.2985483011444
"921",-56.8761342293779
"922",-29.3725610922272
"923",-26.3681533766675
"924",-55.3588892229717
"925",-27.8553160858211
"926",-24.8509083702613
"927",-29.8379438377258
"928",-2.33437070057514
"929",0.670037014984619
"930",-26.9075489132489
"931",0.596024223901767
"932",3.60043193946152
"933",-25.3903039068428
"934",2.11326923030791
"935",5.11767694586767
"936",-30.2188011230591
"937",-2.71522798590848
"938",0.289179729651273
"939",-27.2884061985822
"940",0.215166938568422
"941",3.21957465412818
"942",-25.7711611921761
"943",1.73241194497456
"944",4.73681966053432
"945",-59.8065291538548
"946",-32.3029560167041
"947",-29.2985483011444
"948",-56.8761342293779
"949",-29.3725610922272
"950",-26.3681533766675
"951",-55.3588892229717
"952",-27.8553160858211
"953",-24.8509083702613
"954",-29.8379438377258
"955",-2.33437070057513
"956",0.670037014984626
"957",-26.9075489132489
"958",0.596024223901774
"959",3.60043193946153
"960",-25.3903039068427
"961",2.11326923030792
"962",5.11767694586768
"963",-30.2188011230591
"964",-2.71522798590848
"965",0.289179729651281
"966",-27.2884061985822
"967",0.215166938568429
"968",3.21957465412819
"969",-25.7711611921761
"970",1.73241194497457
"971",4.73681966053433
"972",-59.4627489383112
"973",-31.9591758011605
"974",-28.9547680856008
"975",-56.5323540138343
"976",-29.0287808766836
"977",-26.0243731611239
"978",-55.0151090074282
"979",-27.5115358702775
"980",-24.5071281547177
"981",-29.4941636221822
"982",-1.99059048503155
"983",1.01381723052821
"984",-26.5637686977053
"985",0.939804439445356
"986",3.94421215500511
"987",-25.0465236912992
"988",2.4570494458515
"989",5.46145716141126
"990",-29.8750209075156
"991",-2.3714477703649
"992",0.632959945194862
"993",-26.9446259830387
"994",0.558947154112011
"995",3.56335486967177
"996",-25.4273809766325
"997",2.07619216051815
"998",5.08059987607791
"999",-57.6071966721133
"1000",-30.1036235349626
"1001",-27.0992158194029
"1002",-54.6768017476364
"1003",-27.1732286104857
"1004",-24.168820894926
"1005",-53.1595567412303
"1006",-25.6559836040796
"1007",-22.6515758885198
"1008",-27.6386113559843
"1009",-0.135038218833657
"1010",2.8693694967261
"1011",-24.7082164315074
"1012",2.79535670564325
"1013",5.79976442120301
"1014",-23.1909714251013
"1015",4.31260171204939
"1016",7.31700942760915
"1017",-28.0194686413177
"1018",-0.515895504167002
"1019",2.48851221139276
"1020",-25.0890737168408
"1021",2.4144994203099
"1022",5.41890713586966
"1023",-23.5718287104346
"1024",3.93174442671605
"1025",6.93615214227581
"1026",-56.981137856758
"1027",-29.4775647196073
"1028",-26.4731570040476
"1029",-54.0507429322811
"1030",-26.5471697951304
"1031",-23.5427620795706
"1032",-52.5334979258749
"1033",-25.0299247887243
"1034",-22.0255170731645
"1035",-27.012552540629
"1036",0.491020596521682
"1037",3.49542831208144
"1038",-24.0821576161521
"1039",3.42141552099859
"1040",6.42582323655835
"1041",-22.5649126097459
"1042",4.93866052740473
"1043",7.94306824296449
"1044",-27.3934098259623
"1045",0.110163311188337
"1046",3.1145710267481
"1047",-24.4630149014854
"1048",3.04055823566524
"1049",6.044965951225
"1050",-22.9457698950793
"1051",4.55780324207139
"1052",7.56221095763114
"1053",-56.981137856758
"1054",-29.4775647196073
"1055",-26.4731570040475
"1056",-54.0507429322811
"1057",-26.5471697951304
"1058",-23.5427620795706
"1059",-52.5334979258749
"1060",-25.0299247887243
"1061",-22.0255170731645
"1062",-27.012552540629
"1063",0.491020596521689
"1064",3.49542831208145
"1065",-24.0821576161521
"1066",3.4214155209986
"1067",6.42582323655835
"1068",-22.5649126097459
"1069",4.93866052740474
"1070",7.9430682429645
"1071",-27.3934098259623
"1072",0.110163311188344
"1073",3.1145710267481
"1074",-24.4630149014854
"1075",3.04055823566525
"1076",6.04496595122501
"1077",-22.9457698950793
"1078",4.55780324207139
"1079",7.56221095763115
"1080",-56.0563249641886
"1081",-28.5527518270379
"1082",-25.5483441114782
"1083",-53.1259300397117
"1084",-25.622356902561
"1085",-22.6179491870013
"1086",-51.6086850333055
"1087",-24.1051118961549
"1088",-21.1007041805951
"1089",-26.0877396480596
"1090",1.41583348909106
"1091",4.42024120465082
"1092",-23.1573447235827
"1093",4.34622841356797
"1094",7.35063612912773
"1095",-21.6400997171766
"1096",5.86347341997411
"1097",8.86788113553387
"1098",-26.4685969333929
"1099",1.03497620375772
"1100",4.03938391931748
"1101",-23.538202008916
"1102",3.96537112823462
"1103",6.96977884379438
"1104",-22.0209570025099
"1105",5.48261613464077
"1106",8.48702385020053
"1107",-54.2007726979907
"1108",-26.69719956084
"1109",-23.6927918452803
"1110",-51.2703777735138
"1111",-23.7668046363631
"1112",-20.7623969208034
"1113",-49.7531327671076
"1114",-22.249559629957
"1115",-19.2451519143972
"1116",-24.2321873818617
"1117",3.27138575528896
"1118",6.27579347084871
"1119",-21.3017924573848
"1120",6.20178067976586
"1121",9.20618839532562
"1122",-19.7845474509787
"1123",7.71902568617201
"1124",10.7234334017318
"1125",-24.6130446671951
"1126",2.89052846995561
"1127",5.89493618551537
"1128",-21.6826497427181
"1129",5.82092339443252
"1130",8.82533110999228
"1131",-20.165404736312
"1132",7.33816840083866
"1133",10.3425761163984
"1134",-53.5747138826354
"1135",-26.0711407454847
"1136",-23.0667330299249
"1137",-50.6443189581585
"1138",-23.1407458210078
"1139",-20.136338105448
"1140",-49.1270739517523
"1141",-21.6235008146016
"1142",-18.6190930990419
"1143",-23.6061285665064
"1144",3.8974445706443
"1145",6.90185228620405
"1146",-20.6757336420295
"1147",6.8278394951212
"1148",9.83224721068096
"1149",-19.1584886356233
"1150",8.34508450152735
"1151",11.3494922170871
"1152",-23.9869858518397
"1153",3.51658728531095
"1154",6.52099500087071
"1155",-21.0565909273628
"1156",6.44698220978786
"1157",9.45138992534762
"1158",-19.5393459209567
"1159",7.964227216194
"1160",10.9686349317538
"1161",-53.5747138826354
"1162",-26.0711407454847
"1163",-23.0667330299249
"1164",-50.6443189581584
"1165",-23.1407458210078
"1166",-20.136338105448
"1167",-49.1270739517523
"1168",-21.6235008146016
"1169",-18.6190930990419
"1170",-23.6061285665064
"1171",3.8974445706443
"1172",6.90185228620406
"1173",-20.6757336420295
"1174",6.82783949512121
"1175",9.83224721068097
"1176",-19.1584886356233
"1177",8.34508450152735
"1178",11.3494922170871
"1179",-23.9869858518397
"1180",3.51658728531096
